Gene	CCL_A	CCL_B	CCL_C
AC007040.7	0	1.1204	2.713
AC007040.8	0	0	0
AC007041.1	0	0	0
AC007041.2	0.097	0.198	0.1194
AC007050.1	0	0	0
AC007050.17	0	0	0
AC007050.18	0	0	0
AC007056.1	0	0	0
AC007064.22	0	0	0
AC007064.24	0	0	0.0857
AC007064.25	0	0	0
AC007078.4	0	0	0
AC007091.1	0	0	0
AC007092.1	0	0	0
AC007096.1	0	0	0
AC007098.1	0	0	0
AC007099.1	0	0	0
AC007099.2	0	0	0
AC007106.1	0	0	0
AC007114.1	0	0	0
AC007115.3	0	0	0
AC007126.1	0	0	0
AC007128.1	2.2994	1.4917	0.4643
AC007131.1	0	0	0
AC007131.2	0	0	0
AC007131.3	0	0	0
AC007136.1	0	0	0
AC007161.5	0	0	0
AC007163.10	0	0	0
AC007163.11	0	0	0
AC007163.3	0	0.0369	0
AC007163.6	0	0	0
AC007163.8	0	0	0
AC007163.9	0	0	0
AC007179.1	0	0	0
AC007179.2	0	0	0
AC007182.6	0	0.1079	0
AC007192.6	0.8097	0	0
AC007193.10	0	0	0
AC007193.6	0	0.7129	0
AC007193.8	0	0	0
AC007193.9	0	0	0
AC007204.1	0	0	0
AC007204.2	0	0	0
AC007216.1	0	0	0
AC007216.2	0	0	0
AC007228.11	0	0	0.3097
AC007228.5	0	0	0
AC007228.8	0	0	0
AC007228.9	1.5227	0.8104	0.0329
AC007229.3	0	0	0
AC007237.2	0	0	0
AC007238.1	0.2028	0	0
AC007241.1	0	0	0
AC007242.1	0	0	0
AC007246.3	3.1501	1.4266	1.7556
AC007248.6	0	0	0
AC007248.7	0	0	0
AC007249.3	1.3426	0	0
AC007250.4	0	0	1.4094
AC007251.2	0	0	0
AC007253.1	0	0	0
AC007255.8	1.6365	1.3723	0
AC007256.5	0	0.0409	0
AC007271.3	0	0	0
AC007272.1	0	0	0
AC007272.3	0	0	0
AC007274.2	0	0	0
AC007274.5	0	0	0
AC007276.5	0.5747	0.6122	0
AC007277.3	0	0.0985	0
AC007278.2	0	0	0
AC007278.3	0	0	0
AC007279.2	0.064	0	0
AC007282.6	0	0	0
AC007283.4	0	0	0
AC007283.5	0	0	0
AC007285.6	0	0	0
AC007285.7	0	0	0
AC007292.1	0	0	0.1265
AC007292.3	0.1174	0.2214	0.6149
AC007292.4	0.1457	0	0
AC007292.6	0.0716	0.5846	0.5394
AC007292.7	0	0	0.6308
AC007308.6	0.2313	0	0
AC007308.7	0.1779	0	0
AC007312.3	0	0	0
AC007316.3	0	0	0
AC007317.1	0	0	0
AC007318.5	0.8176	0.6012	0.9622
AC007319.1	0	0	0
AC007322.1	0	0	0
AC007322.3	0	0	0
AC007322.5	0	0	0
AC007322.7	0	0	0
AC007326.9	0	0	0
AC007327.5	0	0	0
AC007327.6	0	0	0
AC007333.1	0	0	0
AC007339.1	0	0	0
AC007347.1	0.132	1.6715	0.7404
AC007349.4	0	0	0
AC007349.5	0	0	0
AC007349.7	0	0	0
AC007353.1	0	0	0
AC007358.1	0	0	0
AC007359.6	0	0	0
AC007362.1	0	1.2066	2.8115
AC007362.3	0	0	0
AC007364.1	0	0	0
AC007365.1	0	0	0
AC007365.2	0	0	0
AC007365.3	0	0	0
AC007365.4	0	0	0
AC007375.1	0	0	0
AC007377.1	0	0	0
AC007381.2	0	0	0
AC007381.3	0	0	0
AC007382.1	0.2461	0	0.5361
AC007383.3	2.1593	1.9324	2.1608
AC007383.4	1.2034	0	0
AC007383.6	0	0	0
AC007386.2	0	0	0
AC007386.3	0	0	0.0739
AC007386.4	0	0	0
AC007387.2	0	0	0
AC007389.1	0	0	0
AC007389.2	0	0	0
AC007389.3	0.0646	2.0592	0.0524
AC007389.4	0	0	0
AC007390.4	0	0	0
AC007390.5	4.9307	4.4812	5.4901
AC007391.2	0	0	0
AC007392.3	0	0	0
AC007392.4	0	0	0
AC007394.3	0	0	0
AC007395.3	0	0	0
AC007395.4	0	0	0
AC007401.1	0	0	0
AC007401.2	0	0	0
AC007402.1	0	0	0
AC007403.1	0	0	0
AC007403.2	0	0	0
AC007403.3	0	0	0
AC007405.2	0.1705	1.3596	0
AC007405.4	0	0.0373	0
AC007405.6	3.5593	2.061	0
AC007405.8	0.2211	0.8689	0.0785
AC007421.1	0	0	0
AC007422.1	0	0	0
AC007431.1	0	0	0
AC007435.1	0	0	0
AC007436.1	0	0	0
AC007450.1	0	0	0
AC007461.1	0	0	0
AC007461.2	0	0	0
AC007463.2	0	0	0
AC007464.1	0	0	0
AC007486.1	0	0	0
AC007528.1	0	0	0
AC007535.1	0	0	0
AC007551.1	0	0	0
AC007551.2	0	0	0
AC007551.3	0.6853	0.01	0
AC007556.3	0	0	0
AC007557.1	0	0	0
AC007557.2	0	0	0
AC007557.3	0	0	0
AC007557.4	0	0	0
AC007559.1	0	0	0
AC007560.1	0	0	0
AC007560.2	0	0	0
AC007562.1	0	0	0
AC007563.1	0	0	0
AC007563.3	0	0	0
AC007563.4	0	0	0
AC007563.5	0	0	0
AC007566.10	2.4587	0.669	1.3154
AC007566.11	0	0	0
AC007567.1	0	0	0
AC007568.1	0	0	0
AC007611.1	0	0	0
AC007618.3	0	0	0
AC007620.3	0.2402	3.0532	3.0061
AC007631.1	0	0	0
AC007652.1	0	0	0
AC007677.2	0	0	0
AC007679.1	0	0	0
AC007679.3	0	0	0
AC007679.4	0	0	0
AC007680.2	0	0	0
AC007682.1	0	0	0
AC007682.2	0	0	0
AC007682.3	0	0	0
AC007690.1	0	0.0807	0
AC007731.1	0	0	0
AC007740.1	0	0	0
AC007742.3	0	0	0
AC007742.7	0	0	0
AC007743.1	0.6671	0.9889	0.7193
AC007750.5	0	0	0
AC007773.1	0	0	0
AC007773.2	0	0.0388	0.1302
AC007773.3	0	0	0
AC007787.2	0	0	0
AC007790.4	0	0	0
AC007795.1	0	0	0
AC007796.1	0	0	0
AC007842.1	0	0	0
AC007875.2	0	0	0
AC007875.3	0	0.0726	0
AC007879.1	0	0	0
AC007879.2	0	0	0
AC007879.3	0	0	0
AC007879.4	0	0	0
AC007879.5	0	0	0
AC007879.6	0	0	0
AC007879.7	0	3.8446	0
AC007880.1	0	0	0
AC007881.1	0	0	0
AC007881.2	0	0	0
AC007881.4	0	0	0
AC007899.3	0	0.0799	0
AC007919.1	0	0	0
AC007919.18	0	0	0
AC007919.19	0	0	0
AC007919.2	0	0	0
AC007948.1	0	0	0
AC007950.1	0	0	0
AC007952.1	0	0	0
AC007952.4	0	0	0
AC007952.5	0	0	0
AC007952.6	0	0	0
AC007956.1	0	0	0
AC007965.1	0	0	0
AC007966.1	0	0	0
AC007967.2	0	0	0
AC007967.3	0	0	0
AC007967.4	0	0	0
AC007969.4	0	0	0
AC007969.5	0.3447	0.6912	0.531
AC007970.1	0.3374	0	0
AC008045.1	0	0	0
AC008060.5	0	0	0
AC008060.7	0	0	0
AC008060.8	0	0	0
AC008063.2	0	0	0
AC008063.3	0	0	0
AC008064.1	0	0	0
AC008065.1	0	0	0
AC008067.2	0	0	0
AC008069.1	0	0	0
AC008069.2	0	0	0
AC008072.1	0	0	0
AC008073.7	0	0	0
AC008073.9	0	0	0
AC008074.3	0	0	0
AC008074.4	0	0	0
AC008074.5	0	0	0
AC008079.9	0	0	0
AC008085.1	0	0	0
AC008088.4	0	0.0448	0
AC008122.1	0	0	0
AC008132.1	0.0291	0	0.3047
AC008132.12	0.1523	0	1.4469
AC008132.13	0.0095	0	0
AC008132.14	0	0.0972	0
AC008147.1	0	0	0
AC008147.2	0	0	0
AC008154.4	0	0	0
AC008154.5	0	0	0
AC008155.1	0	0	0
AC008155.2	0	0	0
AC008163.4	0	0	0
AC008163.6	0	0	0
AC008166.1	0	0	0
AC008171.1	0	0	0
AC008173.1	0	0	0
AC008174.3	0.1193	0	0
AC008175.1	0	0	0
AC008264.4	0	0	0
AC008265.2	0	0	0
AC008267.1	0	0	0
AC008268.1	0	0	0
AC008268.2	0	0	0
AC008269.2	0	0	0
AC008271.1	0	0	0
AC008277.1	0	0	0
AC008278.2	0	0	0
AC008278.3	0	0	0
AC008280.1	0	0	0
AC008280.3	0	0	0
AC008281.1	0	0	0
AC008372.1	0	0	0
AC008387.1	0	0	0
AC008391.1	0	0	0
AC008394.1	0	0	0
AC008397.1	0	0	0
AC008410.1	0	0	0
AC008427.2	0	0	0
AC008440.10	1.8743	0	2.376
AC008440.5	0	0	0
AC008443.1	2.0927	0	0.593
AC008498.1	0	0	0
AC008536.1	0	0	0
AC008555.1	0	0	0
AC008555.2	0	0	0
AC008565.1	0	0	0
AC008581.1	0	0	0
AC008592.3	0	0.0908	0.1021
AC008592.4	0	0	0
AC008592.5	0	0	0
AC008592.7	0	0	0
AC008592.8	0	0	0
AC008625.1	0	0	0
AC008671.1	0	0	0
AC008674.1	0	0	0
AC008686.1	0	0	0
AC008691.1	0	0	0
AC008694.2	0	0	0
AC008694.3	0	0	0
AC008697.1	0	0	0
AC008703.1	0	0	0
AC008703.2	0	0	0
AC008706.1	0	0	0
AC008731.1	0.3249	0	0
AC008738.1	2.0594	2.4854	0
AC008738.2	0	0	0
AC008746.10	0	0	0
AC008746.12	0.5273	0	0
AC008746.3	0	0	0
AC008746.5	1.7061	0	0.357
AC008746.9	0	0	0
AC008747.1	0	0	0
AC008752.1	0	0	0
AC008752.2	0	0	0
AC008752.3	0	0	0
AC008753.3	0	0	0
AC008753.4	0	0	0
AC008753.6	0	0	0
AC008780.1	0	0	0
AC008781.7	0	0	0
AC008834.1	0	0	0
AC008834.2	0	0	0
AC008836.1	0	0	0
AC008850.3	0	0	0
AC008865.1	0	0	0
AC008869.1	0	0	0
AC008914.1	0	0	0
AC008937.2	0	0	0
AC008937.3	0	0	0
AC008938.1	0	0	0
AC008940.1	0	0	0
AC008948.1	0	0.024	0
AC008949.1	0	0	0
AC008964.1	0	0	0
AC008967.1	0	0	0
AC008982.2	0.2997	0	0.6403
AC008984.2	0	0.0823	0
AC008984.5	0	0	0
AC008984.6	0	0	0
AC008984.7	0	0	0
AC008991.1	0	0	0
AC008992.1	0	0	0
AC009005.2	1.8309	0.143	2.6298
AC009009.1	0	0	0
AC009014.3	0	0	0
AC009035.1	0	0	0
AC009041.1	0	0	0
AC009041.2	0	0	0
AC009052.12	0	0	0
AC009060.1	0.4708	4.9346	0.1433
AC009061.1	2.5281	0.8352	0
AC009065.1	0.1849	0	0
AC009065.2	0	0	0
AC009065.3	0	0	0
AC009080.1	0	0	0
AC009081.1	0	0	0
AC009093.1	0	0	0
AC009095.4	0.1012	0	0.9103
AC009107.1	0	0	0
AC009110.1	0	0	0
AC009120.10	0	0	0
AC009120.3	1.0861	0.292	2.2089
AC009120.4	0	0	0
AC009120.5	0.9165	0.5512	2.3382
AC009120.6	2.1179	1.1699	2.7106
AC009120.8	0	0	0
AC009121.1	0	0	0
AC009132.1	0	0	0
AC009133.12	3.4618	1.2756	3.1037
AC009133.14	1.9704	1.5906	0.9328
AC009133.15	0	0	0
AC009133.17	0	0	0
AC009133.20	0	0	0
AC009133.21	0	0	0
AC009134.1	0	0	0
AC009142.1	0	0	0
AC009158.1	0	0	0
AC009159.1	0	0	0
AC009161.1	0	0	0
AC009166.5	0	0	0
AC009196.1	0	0	0
AC009227.2	0	0	0
AC009227.3	0	0	0
AC009228.1	0	0	0
AC009229.4	0	0	0
AC009229.5	0	0	0
AC009229.6	0	0	0.4316
AC009232.2	0	0	0
AC009234.1	0	0	0
AC009234.2	0	0	0
AC009236.1	0	0.1012	0
AC009236.2	0	0.0676	0
AC009237.10	0	0	0
AC009237.11	0	0	0.854
AC009237.13	0	0	0
AC009237.14	0	0	0
AC009237.16	0	0	0
AC009237.17	0	0	0
AC009237.2	0	0	0
AC009237.4	0	0	0
AC009237.5	0	0	0
AC009237.6	0	0	0
AC009237.8	0	0.6121	2.1589
AC009238.6	0	0	0
AC009238.7	0	0	0
AC009238.8	0	0	0
AC009245.3	0.1562	0.1547	0.2217
AC009262.2	0	0	0
AC009263.2	0	0	0
AC009274.6	0	0	0
AC009276.4	0	0	0
AC009297.1	0	0	0
AC009299.1	0	0	0
AC009299.2	0	0	0
AC009299.3	0	0	0
AC009299.4	0	0	0.5553
AC009299.5	0	0	0
AC009302.2	0	0	0
AC009302.4	0	0	0
AC009303.1	0	0	0
AC009303.3	0	0	0
AC009305.1	0	0	0
AC009305.2	0	0	0
AC009310.1	0	0	0
AC009312.1	0	0	0
AC009313.1	0	0	0
AC009313.2	0	0	0
AC009336.1	0	0	0
AC009336.24	0	0.8761	1.292
AC009362.2	0	0	0
AC009365.3	0	0	0
AC009365.4	0	0	0
AC009403.2	2.3871	2.7615	3.2043
AC009404.2	1.6722	0.5605	0.3613
AC009410.1	0	0	0
AC009411.1	0	0	0
AC009411.2	0	0	0
AC009413.2	0	0	0
AC009414.1	0	0	0
AC009469.1	0	0	0
AC009473.1	0.077	0	0
AC009474.1	0	0	0
AC009474.2	0	0	0
AC009477.7	0	0	0
AC009478.1	0	0	0
AC009478.2	0	0	0
AC009480.1	0	0	0
AC009480.3	0	0	0
AC009480.4	0	0	0
AC009487.4	0	0	0
AC009487.5	0	0	0
AC009492.1	0	0	0.4111
AC009494.3	0	0	0
AC009495.1	0	0	0
AC009495.2	0	0	0
AC009495.3	0	0	0
AC009495.4	0	0	0
AC009498.1	0	0	0
AC009499.1	0	0.0483	0
AC009499.2	0	0	0
AC009500.2	0	0	0
AC009501.4	1.882	0.7328	1.2486
AC009502.1	0	0	0.5255
AC009502.4	0	0.732	0.7754
AC009505.2	0.0735	0	0
AC009505.4	0	0	0
AC009506.1	0.1838	0.903	1.0319
AC009506.2	0.216	0	0
AC009508.1	0	0	0
AC009517.2	0	0	0
AC009518.2	0	0	0
AC009518.3	0	0	0
AC009518.4	0	0	0
AC009518.8	0	0	0
AC009531.2	0	0	0
AC009541.1	0	0	0
AC009542.2	0	0	0
AC009677.1	0	0	0
AC009695.1	0	0	0
AC009779.1	0	0	0
AC009784.1	0	0	0
AC009784.3	0	0	0
AC009784.4	0	0	0
AC009800.1	0	0	0
AC009802.1	0	0	0
AC009831.1	0	0	0
AC009835.1	0	0	0
AC009878.2	0	0	0
AC009892.1	0	0	0
AC009892.10	0	0	0
AC009892.2	0	0	0
AC009892.5	0	0	0
AC009892.9	0	0	0
AC009941.1	0	0	0
AC009945.4	0	0	0
AC009947.2	0	0	0
AC009947.3	0	0	0
AC009947.5	0	0	0
AC009948.5	1.0507	3.4353	3.7745
AC009948.7	0.1459	0	0
AC009950.2	0	0.0653	0.0461
AC009951.1	0	0	0
AC009951.2	0	0	0
AC009955.8	0	0	0
AC009960.1	0	0	0
AC009960.2	0	0	0
AC009960.3	0	0	0
AC009960.4	0	0	0
AC009960.5	0	0	0
AC009960.6	0	0	0
AC009960.7	0	0	0
AC009961.2	0	0	0
AC009961.3	2.0935	0.2041	0.9272
AC009961.5	0	0	0
AC009963.3	0	0	0
AC009963.4	0	0	0
AC009963.5	0	0	0
AC009963.6	0	0	0
AC009965.1	0	0	0
AC009965.2	0	0	0
AC009967.3	0.0674	0	0
AC009969.1	0	0	0
AC009970.1	0	0	0
AC009974.11	0	0	0
AC009977.1	0	0	0
AC009987.1	0	0	0
AC009994.2	0	0	0
AC009997.1	0	0	0
AC010082.2	0	0	0
AC010084.1	0	0	0
AC010086.1	0	0	0
AC010086.5	0	0	0
AC010090.1	0	0	0
AC010091.1	0	0	0.0753
AC010091.4	0	0	0
AC010092.1	0	0	0
AC010095.5	0	0	0
AC010095.6	0	0	0
AC010095.7	0	0	0
AC010096.1	0	0	0
AC010096.2	0	0	0
AC010105.1	0	0	0
AC010127.3	0	0	0
AC010127.5	0	0	0
AC010132.10	0	0	0
AC010132.11	0	0	0
AC010136.2	0	0	0
AC010139.1	0	0	0
AC010141.1	0	0	0
AC010141.4	0	0	0
AC010141.6	0	0	0
AC010141.8	0	0	0
AC010145.4	0	0	0
AC010146.1	0	0	0
AC010146.2	0	0	0
AC010148.1	0	0.8918	0
AC010149.4	0	0	0
AC010150.1	0	0	0
AC010150.2	0	0	0
AC010153.3	0	0	0
AC010154.2	0	0	0
AC010170.1	0	0	0
AC010196.1	0	0	0
AC010203.1	0	0	0
AC010207.1	0	0	0
AC010209.1	0	0	0
AC010226.4	0.6073	0.6647	0.7819
AC010235.1	0	0	0
AC010240.2	0	0	0
AC010240.3	0	0	0
AC010243.1	0	0.3646	0
AC010247.1	0	0	0
AC010295.1	0	0	0
AC010296.1	0	0	0
AC010297.1	0	0	0
AC010311.1	0	0	0
AC010319.1	0	0	0
AC010323.1	0	0	0
AC010327.1	0	0	0
AC010327.2	0.7442	0.8326	0.7809
AC010329.1	0	0	0
AC010335.1	0	0	0
AC010336.1	0.1342	0.0926	0.3745
AC010368.1	0	0	0
AC010368.2	0	0	0
AC010376.1	0	0	0
AC010422.1	0	0	0
AC010423.1	0	0	0
AC010441.1	0	2.1893	0
AC010455.1	0	0	0
AC010458.1	0	0	0
AC010468.1	0.4459	0.3737	0.2722
AC010468.2	0	0	0
AC010468.3	0	0	0
AC010492.2	0	0	0.3077
AC010492.4	0	0	0
AC010492.5	0	0	0
AC010504.2	0.4742	0	0
AC010518.3	0	0	0
AC010522.1	0	0	0
AC010524.2	0	0	0.0135
AC010524.4	0	0	0
AC010525.1	0	0	0
AC010525.2	0	0	0
AC010525.4	0	0	0
AC010525.5	0.9803	0	0.8357
AC010525.6	1.1383	0.1993	1.4976
AC010525.7	1.2186	0.5845	1.967
AC010528.1	0	0	0
AC010536.1	0.2497	0.5927	1.2099
AC010543.1	0	0	0
AC010546.1	0	0	0
AC010547.9	0.2947	0.041	0.5398
AC010595.1	0	0	0
AC010609.1	0	0	0
AC010620.1	0	0	0
AC010641.1	0	0.2371	0
AC010642.1	2.4875	0.5833	1.4038
AC010642.2	0.2857	0.0618	0.1714
AC010646.3	0	0	0
AC010649.1	0	0	0
AC010677.5	0	4.5407	0
AC010723.1	0	0	0
AC010723.2	0	0	0
AC010724.1	0	0	0
AC010729.1	0	0	0.4408
AC010729.2	0	0	0.2113
AC010729.3	0	0	0
AC010731.2	0	0.4454	0
AC010731.3	0	0	0
AC010731.4	0	0	0
AC010731.6	0	0	0
AC010733.4	0	0	0
AC010733.5	2.0763	0.0924	0.5439
AC010733.7	0	0	0
AC010739.1	0	0	0
AC010740.1	0	0	0
AC010744.1	0	0	0
AC010745.1	0	0	0
AC010745.2	0	0	0
AC010745.3	0	0	0
AC010745.4	0	0	0
AC010746.3	0	0	0
AC010747.2	0	0	0
AC010754.1	0	0	0
AC010760.1	0	0	0
AC010761.10	0	0	0
AC010761.13	0	0	1.341
AC010761.14	0	0	0
AC010761.6	0	0	0
AC010761.8	2.8911	3.4026	2.8941
AC010761.9	0.912	0	0.2906
AC010874.1	0	0	0
AC010877.1	0	0	0
AC010878.3	0	0	0
AC010880.1	0	0	0
AC010883.5	0.2518	0.1805	0.2995
AC010884.1	0	0	0
AC010884.2	0	0	0
AC010886.2	0	0	0
AC010887.1	0	0	0
AC010890.1	0	0.7877	0.8661
AC010891.2	0	0	0
AC010894.3	1.599	0.1827	0
AC010894.4	0	0	0
AC010894.5	0	0	0
AC010900.2	0	0	0
AC010904.1	0	0	0
AC010907.2	0	0	0
AC010907.5	0	0	0
AC010928.1	0	0	0
AC010930.1	0	0	0
AC010967.1	0	0	0
AC010967.2	0	0	0
AC010967.3	0	0	0
AC010969.1	0	0	0
AC010970.1	0	0	0
AC010970.2	0	0	0
AC010971.1	0	0	0
AC010974.3	0	0.0988	0
AC010975.1	0	0	0
AC010975.2	0	0	0
AC010976.2	0	0.1124	0
AC010980.2	0	0.2357	0
AC010982.1	0	0	0
AC010982.2	0	0	0
AC010983.1	0	0	0
AC010984.3	0	0	0
AC010984.4	0	0	0
AC010987.5	0	0	0
AC010987.6	0	0	0.4646
AC010999.1	0	0	0
AC011043.1	5.5796	6.173	5.6912
AC011073.1	0	0	0
AC011193.1	0	0	0
AC011196.3	0	0	0
AC011225.1	0	0	0
AC011233.2	0	0	0
AC011239.1	0	0	0.4508
AC011242.5	0	0	0
AC011242.6	0	0.6685	1.1224
AC011243.1	0	0	0
AC011247.3	0	0	0
AC011284.3	0	0	0
AC011286.1	0	0	0
AC011288.2	0	1.985	1.3085
AC011290.4	0	0	0
AC011290.5	0	0.6303	0
AC011293.1	0	0	0
AC011294.3	0	0	0
AC011298.1	0	0	0
AC011298.2	0	0	0
AC011306.1	0	0	0
AC011306.2	0	0	0
AC011308.1	0	0	0
AC011313.1	0	0	0
AC011322.1	0	0	0
AC011330.5	1.0926	0	0.5819
AC011330.6	0	0	0
AC011343.1	0	0	0
AC011357.1	0	0	0
AC011363.1	0	0	0
AC011366.3	0	0	0
AC011379.1	0	0	0
AC011385.1	0	0	0
AC011385.2	0	0	0
AC011406.2	0	0	0
AC011407.1	0	0	0
AC011410.1	0	0	0
AC011416.1	0	0	0
AC011431.1	0	0	0
AC011431.2	0	0	0
AC011450.1	0	0	0
AC011453.1	0	0	0
AC011456.1	0	0	0
AC011465.1	0	0	0
AC011467.1	0	0	0
AC011475.1	0	0	0
AC011477.1	0	0	0
AC011478.1	0	0	0
AC011484.1	0	1.4005	0
AC011498.1	0	0	0
AC011499.1	0	0	0
AC011500.1	0.1125	0	0
AC011513.4	0	0	0
AC011515.2	0	0	0
AC011516.1	0	0	0
AC011516.2	0	0	0
AC011518.1	0	0	0
AC011518.2	0	0	0
AC011523.2	0	0	0
AC011524.1	0	0	0
AC011524.2	0	0	0
AC011524.3	0	0	0
AC011525.2	0	0	0
AC011525.4	0	0	0
AC011526.1	0	0	0
AC011530.4	0.1374	0.2454	0.343
AC011551.3	0	0	0
AC011558.5	0	0	0
AC011591.1	0	0	0
AC011625.1	0	0	0
AC011626.1	0	0	0
AC011648.1	0	0	0
AC011652.1	0	0	0
AC011652.2	0	0	0
AC011718.1	0.1172	0.4073	0.0859
AC011718.2	0	0	0.3479
AC011718.3	0	0	0
AC011737.2	1.1058	1.6101	1.2561
AC011738.1	0	0	0
AC011738.4	0	0.196	0
AC011742.3	0	0	0
AC011742.5	0	0	0
AC011747.3	0.5256	0	0
AC011747.4	1.0583	0.1301	0.1127
AC011747.6	0	0	0
AC011747.7	1.1997	0.2901	0.4634
AC011748.1	0	0	0
AC011752.1	0	0	0
AC011753.5	0	0	0
AC011753.6	0	0	0
AC011754.1	0	0	0
AC011755.1	0	0	0
AC011816.1	0.0969	0	0
AC011841.1	0	2.8615	0.2334
AC011841.10	0	0	0
AC011841.2	0	0.8892	0
AC011841.3	0	0	0
AC011841.4	0	0	0
AC011841.5	0	0	0
AC011841.6	0	0	0
AC011841.7	0	0	0
AC011841.8	0	0	0
AC011841.9	0	0	0
AC011891.5	0.2335	0	0
AC011893.3	0	0	0
AC011897.1	0.6368	0.5245	0.0107
AC011897.2	0	0	0
AC011899.10	0	0	0
AC011899.9	0	0.0089	0
AC011901.2	0	0	0
AC011933.1	4.4208	2.9474	3.7808
AC011933.2	0	0.1196	0.139
AC011994.1	0	0	0
AC011995.1	0	0	0
AC011995.3	0	0	0
AC011997.1	0	0.1113	0
AC011998.1	0	0	0
AC011998.2	0	0	0
AC011998.4	0	0	0
AC011999.1	0	0	0
AC012003.1	0	0	0
AC012005.2	0	0	0
AC012047.1	0	0	0
AC012050.1	0	0	0
AC012065.4	0	0	0.063
AC012065.5	0	0	0.1132
AC012065.7	0	0	0.423
AC012066.1	0	0	0
AC012067.1	0	0	0
AC012074.1	0	0	0
AC012074.2	0	0	0
AC012075.1	0	0	0
AC012075.2	0	0	0
AC012078.2	0	0	0
AC012119.1	0	0	0
AC012123.1	0	0	0
AC012146.7	2.2172	2.7866	5.4647
AC012150.1	0	0	0
AC012175.1	0	0	0
AC012181.1	0	0	0
AC012215.1	0	0	0
AC012305.1	0	0	0
AC012306.2	0	0	0
AC012307.2	0	0	0
AC012307.3	2.3516	1.3945	1.1663
AC012309.5	0	0	0.0937
AC012313.1	0	1.3414	0.133
AC012314.19	0	0	0
AC012314.20	0	0	0
AC012314.8	0.2411	0.3926	0.331
AC012317.1	0	0	0
AC012318.3	1.9771	0.8013	1.8152
AC012322.1	0	0	0
AC012353.1	0	0	0
AC012354.6	0	0	0
AC012354.8	0	0	0
AC012358.4	0.885	0.2892	1.355
AC012358.7	0.8037	0	0.181
AC012358.8	0	0.0341	0.1674
AC012360.1	0	0	0
AC012360.2	0	0	0
AC012360.4	0	0	0.0641
AC012360.6	0	0.1425	0
AC012361.1	0	0	0
AC012362.1	0	0	0
AC012362.3	0	0	0
AC012363.10	0	0	0
AC012363.13	0	0	0
AC012363.4	3.2512	2.2108	0
AC012363.7	0	0	0
AC012363.8	0.529	0	0
AC012365.3	0	0	0
AC012368.1	0	0	0.1489
AC012370.2	0	0	0
AC012370.3	0	0	0
AC012379.1	0	4.6673	6.2219
AC012391.1	0	0	0
AC012414.1	0	0	0
AC012441.1	0	0	0
AC012442.5	0	0	0.1003
AC012442.6	0	0	0.0811
AC012445.1	0	0	0
AC012451.1	0	0	0
AC012454.4	0	0	0
AC012456.3	0	0	0
AC012456.4	0	0	0.1494
AC012457.2	0	0	0
AC012462.1	0	0	0
AC012462.2	0	0	0
AC012462.3	0	0	0
AC012467.1	0	0	0
AC012485.1	0	0	0
AC012485.2	1.0079	0	0
AC012487.2	0	0.362	0.4672
AC012493.1	0	0	0
AC012493.2	0	0	0
AC012494.1	0	0	0
AC012497.2	0	0	0
AC012499.1	0	0	0
AC012501.1	0	0	0
AC012501.2	0	0	0.0734
AC012501.3	0	0	0.8387
AC012506.1	0	0	0
AC012506.2	0	0	0
AC012506.3	0	0	0
AC012506.4	0	0	0
AC012507.3	0	0	0
AC012507.4	0	0	0.3099
AC012512.1	0	3.4801	4.0825
AC012513.4	0	0	0
AC012513.6	0	0	0
AC012531.23	0	2.3957	0
AC012531.25	1.85	1.8292	2.2256
AC012564.1	0	0	0
AC012593.1	0	0	0
AC012594.1	0	0	0
AC012603.1	0	0	0
AC012613.2	0	0	0
AC012615.1	1.0322	1.013	0.0765
AC012627.1	0	0	0
AC012667.1	0	0	0
AC012668.1	0	0	0
AC012668.2	0	0	0
AC012668.3	0	0	0
AC012671.1	0	0	0
AC012671.2	0	0	0
AC012671.3	0	0	0
AC012671.4	0	0	0
AC013248.2	0	0	0
AC013262.1	0	0	0
AC013264.2	0	0	0
AC013267.1	0	0	0
AC013268.1	0	0	0
AC013268.2	0	0	1.6035
AC013268.3	1.1729	0.0402	0
AC013268.4	0	0	0
AC013268.5	4.1448	3.1699	1.7965
AC013269.1	0	0	0
AC013269.3	0	0	0
AC013269.4	0	0	0
AC013269.5	0	0	0
AC013271.3	0	0	0
AC013275.1	0	0	0
AC013275.2	0	0	0
AC013283.1	0	0	0
AC013394.2	6.0687	4.6907	4.9109
AC013399.3	0	0	0
AC013401.1	0	0	0
AC013401.2	0	0	0
AC013402.1	0	0	0
AC013402.2	0	0	0
AC013402.3	0	0	0
AC013402.4	0	0	0
AC013402.5	0	0	0
AC013403.13	0	0	0
AC013404.1	0	0	0
AC013406.1	0	0	0
AC013410.1	0	0	0
AC013410.2	0	0	0
AC013429.4	0	0	0
AC013429.5	0	0	0
AC013436.6	0	0	0
AC013437.2	0	0	0
AC013437.4	0	0	0
AC013437.6	0	0	0
AC013437.7	0	0	0
AC013439.4	0	0	0
AC013442.1	0	0	0
AC013444.1	0	0	0
AC013444.2	0	0	0
AC013448.1	0	0	0
AC013448.2	0	0	0
AC013449.1	0	0	0
AC013460.1	0	0	0
AC013463.2	0	0	0
AC013467.1	0	0	0
AC013468.1	0	0	0
AC013469.1	0	0	0
AC013470.6	0	0	0
AC013470.8	0	0	0
AC013472.3	0	0	0
AC013472.4	0	0	0
AC013474.4	0	0	0
